"","location","date","High Temp","Low Temp","Day Average Temp","Precipitation","Dew Point","High","Low","Average","Max Wind Speed","Visibiilty","Sea Level Pressure","Actual Time"
"X2...2238","fl/miami/KMIA","2019-11-26","79","63","70.96","0.00","54.67","58","51","54.67","8","10","30.08","10h 42m"
"X2...2239","fl/miami/KMIA","2019-11-27","84","66","74.76","0.00","63.4","66","58","63.4","9","10","30.16","10h 42m"
"X2...2240","fl/miami/KMIA","2019-11-28","84","67","74.41","0.00","64.52","69","59","64.52","9","10","30.2","10h 41m"
"X2...2241","fl/miami/KMIA","2019-11-29","82","67","74.25","0.00","60.29","63","57","60.29","13","10","30.13","10h 40m"
"X2...2242","fl/miami/KMIA","2019-11-30","81","67","73.67","0.00","61.04","63","60","61.04","9","10","30.07","10h 39m"
"X2...2243","fl/miami/KMIA","2019-12-01","85","68","76.04","0.00","63.17","65","62","63.17","13","10","30.04","10h 38m"
"X2...2244","fl/miami/KMIA","2019-12-02","84","59","73.89","0.00","62.14","70","48","62.14","18","10","29.98","10h 38m"
"X2...2245","fl/miami/KMIA","2019-12-03","67","53","60.5","0.13","44.88","50","37","44.88","12","10","30.05","10h 37m"
"X2...2246","fl/miami/KMIA","2019-12-04","76","55","66.08","0.00","51.71","54","49","51.71","9","10","30.02","10h 36m"
"X2...2247","fl/miami/KMIA","2019-12-05","72","59","65.17","0.00","46.54","53","42","46.54","8","10","30.15","10h 36m"
"X2...2248","fl/miami/KMIA","2019-12-06","78","61","69.29","0.00","52.63","57","43","52.63","9","10","30.18","10h 35m"
"X2...2249","fl/miami/KMIA","2019-12-07","80","61","71","0.00","56.92","60","54","56.92","9","10","30.17","10h 35m"
"X2...2250","fl/miami/KMIA","2019-12-08","81","66","73.75","0.00","59.96","63","57","59.96","17","10","30.16","10h 34m"
"X2...2251","fl/miami/KMIA","2019-12-09","83","67","76.04","0.00","65.12","70","60","65.12","14","10","30.14","10h 34m"
"X2...2252","fl/miami/KMIA","2019-12-10","84","75","78.81","0.01","71","73","70","71","17","10","30.13","10h 33m"
"X2...2253","fl/miami/KMIA","2019-12-11","84","73","77.57","0.01","70.23","72","66","70.23","13","10","30.2","10h 33m"
"X2...2254","fl/miami/KMIA","2019-12-12","81","72","75.26","0.70","67.78","70","63","67.78","14","10","30.2","10h 33m"
"X2...2255","fl/miami/KMIA","2019-12-13","82","73","77.13","0.23","66.63","69","63","66.63","12","10","30.05","10h 32m"
"X2...2256","fl/miami/KMIA","2019-12-14","86","69","76.21","0.00","64.83","69","58","64.83","20","10","30","10h 32m"
"X2...2257","fl/miami/KMIA","2019-12-15","81","62","72.54","0.00","59.33","63","53","59.33","14","10","30.14","10h 32m"
"X2...2258","fl/miami/KMIA","2019-12-16","83","72","78.56","0.00","68.67","73","64","68.67","17","10","30.15","10h 32m"
"X2...2259","fl/miami/KMIA","2020-10-27","89","80","83.46","0.00","74.92","77","71","74.92","18","10","30.07","11h 16m"
"X2...2260","fl/miami/KMIA","2020-10-28","87","81","82.97","0.00","75","76","73","75","18","10","30.05","11h 15m"
"X2...2261","fl/miami/KMIA","2020-10-29","87","80","83","0.01","75.57","77","75","75.57","16","10","29.98","11h 13m"
"X2...2262","fl/miami/KMIA","2020-10-30","88","77","81.77","0.00","75.65","77","71","75.65","12","10","30.01","11h 12m"
"X2...2263","fl/miami/KMIA","2020-10-31","87","77","79.8","0.64","74.83","77","72","74.83","14","10","30.08","11h 11m"
"X2...2264","fl/miami/KMIA","2020-11-01","86","78","81.52","0.35","74.8","76","73","74.8","14","10","30.07","11h 9m"
"X2...2265","fl/miami/KMIA","2020-11-02","79","74","77.06","0.06","68.7","76","57","68.7","21","10","30.11","11h 8m"
"X2...2266","fl/miami/KMIA","2020-11-03","80","72","76","0.00","58.83","61","57","58.83","23","10","30.14","11h 7m"
"X2...2267","fl/miami/KMIA","2020-11-04","81","74","77.54","0.00","65.13","71","59","65.13","23","10","30.16","11h 5m"
"X2...2268","fl/miami/KMIA","2020-11-05","83","75","78.37","0.05","72.27","75","70","72.27","24","10","30.09","11h 4m"
"X2...2269","fl/miami/KMIA","2020-11-06","83","75","79.26","0.73","71.96","74","70","71.96","18","10","29.99","11h 3m"
"X2...2270","fl/miami/KMIA","2020-11-07","82","74","78.67","0.01","71.81","74","68","71.81","21","10","29.93","11h 2m"
"X2...2271","fl/miami/KMIA","2020-11-09","83","79","80.89","0.00","76.11","77","73","76.11","22","10","29.81","10h 59m"
"X2...2272","fl/miami/KMIA","2020-11-10","84","76","79.84","0.67","75.66","77","72","75.66","23","10","29.86","10h 58m"
"X2...2273","fl/miami/KMIA","2020-11-11","83","73","78.94","0.04","75.23","77","72","75.23","22","10","29.92","10h 57m"
"X2...2274","fl/miami/KMIA","2020-11-12","81","75","77.79","0.23","75.98","79","73","75.98","14","10","29.96","10h 56m"
"X2...2275","fl/miami/KMIA","2020-11-13","86","0","73.86","1.31","70.3","76","0","70.3","8","10","30.03","10h 55m"
"X2...2276","fl/miami/KMIA","2020-11-14","85","76","79.58","0.00","73.5","76","71","73.5","13","10","30.06","10h 53m"
"X2...2277","fl/miami/KMIA","2020-11-15","85","74","79.71","0.09","71.54","74","68","71.54","10","10","30.08","10h 52m"
"X2...2278","fl/miami/KMIA","2020-11-16","85","71","78.79","0.00","69.29","72","60","69.29","12","10","30.1","10h 51m"
"X2...2279","fl/miami/KMIA","2020-11-17","83","73","77.38","0.00","68.72","73","61","68.72","18","10","30.15","10h 50m"
"X2...2280","fl/miami/KMIA","2020-11-18","80","69","74.58","0.00","59.75","63","56","59.75","22","10","30.24","10h 49m"
"X2...2281","fl/miami/KMIA","2020-11-19","79","72","75.46","0.00","60.58","65","55","60.58","21","10","30.27","10h 48m"
"X2...2282","fl/miami/KMIA","2020-11-20","80","72","75.15","0.02","66.48","70","62","66.48","17","10","30.25","10h 47m"
"X2...2283","fl/miami/KMIA","2020-11-21","81","72","76.07","0.14","68.89","72","67","68.89","15","10","30.16","10h 46m"
"X2...2284","fl/miami/KMIA","2020-11-22","82","72","75.2","0.44","70.9","73","68","70.9","10","10","30.06","10h 45m"
"X2...2285","fl/miami/KMIA","2020-11-23","80","70","74.58","0.27","68.23","71","64","68.23","13","10","30.06","10h 44m"
"X2...2286","fl/miami/KMIA","2020-11-24","82","68","75.08","0.00","64.38","67","62","64.38","18","10","30.15","10h 43m"
"X2...2287","fl/miami/KMIA","2020-11-25","80","72","75.74","0.00","66.33","70","63","66.33","18","10","30.19","10h 43m"
"X2...2288","fl/miami/KMIA","2020-11-26","82","71","76.13","0.00","64.08","67","61","64.08","14","10","30.14","10h 42m"
"X2...2289","fl/miami/KMIA","2020-11-27","81","70","75.25","0.06","66.92","69","64","66.92","12","10","30.11","10h 41m"
"X2...2290","fl/miami/KMIA","2020-11-28","81","70","74.67","0.04","68.33","70","65","68.33","7","10","30.07","10h 40m"
"X2...2291","fl/miami/KMIA","2020-11-29","82","69","74.5","0.00","67.54","71","66","67.54","12","10","30.05","10h 39m"
"X2...2292","fl/miami/KMIA","2020-11-30","83","69","74.55","0.00","68.52","72","58","68.52","18","10","29.99","10h 39m"
"X2...2293","fl/miami/KMIA","2020-12-01","66","56","62.08","0.12","46.54","59","39","46.54","15","10","30.17","10h 38m"
"X2...2294","fl/miami/KMIA","2020-12-02","73","53","63","0.00","49.21","55","40","49.21","13","10","30.23","10h 37m"
"X2...2295","fl/miami/KMIA","2020-12-03","75","59","68.75","0.00","55.79","58","54","55.79","17","10","30.2","10h 37m"
"X2...2296","fl/miami/KMIA","2020-12-04","77","69","72.5","0.00","61.21","65","58","61.21","13","10","30.14","10h 36m"
"X2...2297","fl/miami/KMIA","2020-12-05","82","69","75.21","0.00","66.79","70","64","66.79","8","10","30.07","10h 35m"
"X2...2298","fl/miami/KMIA","2020-12-06","84","69","74.41","0.00","68.62","73","64","68.62","8","10","30","10h 35m"
"X2...2299","fl/miami/KMIA","2020-12-07","77","63","70.5","0.87","65.2","73","53","65.2","16","10","29.95","10h 34m"
"X2...2300","fl/miami/KMIA","2020-12-08","63","55","59.39","0.13","41.91","52","34","41.91","14","10","30.14","10h 34m"
"X2...2301","fl/miami/KMIA","2020-12-09","64","51","56.46","0.00","39.92","43","35","39.92","14","10","30.23","10h 34m"
"X2...2302","fl/miami/KMIA","2020-12-10","72","49","62","0.00","47.79","53","43","47.79","10","10","30.21","10h 33m"
"X2...2303","fl/miami/KMIA","2020-12-11","77","61","68.23","0.00","57.85","67","46","57.85","12","10","30.16","10h 33m"
"X2...2304","fl/miami/KMIA","2020-12-12","78","68","72.84","0.46","66.9","69","65","66.9","15","10","30.11","10h 32m"
"X2...2305","fl/miami/KMIA","2020-12-13","82","66","73.96","0.03","65.79","69","62","65.79","9","10","30.14","10h 32m"
"X2...2306","fl/miami/KMIA","2020-12-14","85","69","75.92","0.00","67.92","71","65","67.92","10","10","30.09","10h 32m"
"X2...2307","fl/miami/KMIA","2020-12-15","82","72","75.13","0.00","69.6","71","67","69.6","8","10","30.03","10h 32m"
"X2...2308","fl/miami/KMIA","2020-12-16","81","69","75.23","0.00","70.15","71","68","70.15","14","10","30","10h 31m"
"X2...2309","fl/miami/KMIA","2021-10-27","89","75","80.79","0.01","73.61","75","71","73.61","13","10","29.91","11h 16m"
"X2...2310","fl/miami/KMIA","2021-10-28","90","76","82.81","0.00","75.81","79","74","75.81","20","10","29.88","11h 15m"
"X2...2311","fl/miami/KMIA","2021-10-29","85","75","79.34","0.46","72.43","79","65","72.43","18","10","29.8","11h 14m"
"X2...2312","fl/miami/KMIA","2021-10-30","82","73","77.04","0.03","65.83","70","61","65.83","15","10","29.89","11h 12m"
"X2...2313","fl/miami/KMIA","2021-10-31","83","67","76.5","0.00","63.46","67","61","63.46","9","10","30.01","11h 11m"
"X2...2314","fl/miami/KMIA","2021-11-01","82","68","75.46","0.00","64.83","68","60","64.83","10","10","30.12","11h 10m"
"X2...2315","fl/miami/KMIA","2021-11-02","77","72","73.93","0.00","70.41","72","69","70.41","10","10","30.12","11h 8m"
"X2...2316","fl/miami/KMIA","2021-11-03","83","72","78.21","0.11","67.21","69","65","67.21","15","10","30.07","11h 7m"
"X2...2317","fl/miami/KMIA","2021-11-04","83","74","78.96","0.00","69.63","73","67","69.63","10","10","30.03","11h 6m"
"X2...2318","fl/miami/KMIA","2021-11-05","79","72","74.21","0.87","72.25","74","69","72.25","15","10","29.96","11h 4m"
"X2...2319","fl/miami/KMIA","2021-11-06","76","67","72.37","0.79","65.96","74","59","65.96","17","10","29.98","11h 3m"
"X2...2320","fl/miami/KMIA","2021-11-07","75","58","66.04","0.00","57.22","60","52","57.22","15","10","30.06","11h 2m"
"X2...2321","fl/miami/KMIA","2021-11-08","76","62","68.19","0.00","57.38","59","55","57.38","13","10","30.13","11h 1m"
"X2...2322","fl/miami/KMIA","2021-11-09","79","62","70.54","0.00","59.58","63","57","59.58","14","10","30.17","10h 59m"
"X2...2323","fl/miami/KMIA","2021-11-10","82","66","74.92","0.00","65.58","69","61","65.58","14","10","30.11","10h 58m"
"X2...2324","fl/miami/KMIA","2021-11-11","82","75","77.83","0.00","71.75","74","69","71.75","16","10","30.09","10h 57m"
"X2...2325","fl/miami/KMIA","2021-11-12","80","75","77.29","0.10","72.75","75","71","72.75","6","10","30.09","10h 56m"
"X2...2326","fl/miami/KMIA","2021-11-13","84","71","77.08","0.01","69.54","74","65","69.54","9","10","30.04","10h 55m"
"X2...2327","fl/miami/KMIA","2021-11-14","77","66","70.96","0.00","61.19","68","57","61.19","10","10","30.09","10h 54m"
"X2...2328","fl/miami/KMIA","2021-11-15","77","60","68.54","0.00","57.83","63","52","57.83","12","10","30.16","10h 53m"
"X2...2329","fl/miami/KMIA","2021-11-16","77","64","71.96","0.00","62.79","65","62","62.79","16","10","30.19","10h 52m"
"X2...2330","fl/miami/KMIA","2021-11-17","80","73","77.29","0.00","66.92","70","63","66.92","20","10","30.19","10h 50m"
"X2...2331","fl/miami/KMIA","2021-11-18","80","71","75.88","0.00","71.12","74","69","71.12","15","10","30.15","10h 49m"
"X2...2332","fl/miami/KMIA","2021-11-19","82","71","74.98","0.59","72.36","75","70","72.36","15","10","30.07","10h 48m"
"X2...2333","fl/miami/KMIA","2021-11-20","80","73","75.82","0.60","71.76","74","69","71.76","18","10","30.08","10h 47m"
"X2...2334","fl/miami/KMIA","2021-11-21","82","73","76.58","1.24","72.85","74","72","72.85","16","10","30.05","10h 46m"
"X2...2335","fl/miami/KMIA","2021-11-22","83","69","74.1","0.07","70.73","73","63","70.73","14","10","29.96","10h 45m"
"X2...2336","fl/miami/KMIA","2021-11-23","72","60","66.67","0.00","52.46","64","38","52.46","16","10","30.11","10h 45m"
"X2...2337","fl/miami/KMIA","2021-11-24","76","58","67.88","0.00","54.96","57","51","54.96","15","10","30.2","10h 44m"
"X2...2338","fl/miami/KMIA","2021-11-25","77","66","72.13","0.00","58.75","62","57","58.75","12","10","30.17","10h 43m"
"X2...2339","fl/miami/KMIA","2021-11-26","79","66","71.92","0.00","60.33","65","57","60.33","9","10","30.09","10h 42m"
"X2...2340","fl/miami/KMIA","2021-11-27","76","64","69.63","0.00","57.92","62","51","57.92","8","10","30.09","10h 41m"
"X2...2341","fl/miami/KMIA","2021-11-28","77","60","68.63","0.00","56","62","47","56","6","10","30.09","10h 40m"
"X2...2342","fl/miami/KMIA","2021-11-29","74","60","67.25","0.00","48.75","54","40","48.75","14","10","30.09","10h 40m"
"X2...2343","fl/miami/KMIA","2021-11-30","77","59","69.21","0.00","56.96","59","52","56.96","9","10","30.16","10h 39m"
"X2...2344","fl/miami/KMIA","2021-12-01","79","63","71.04","0.00","59.42","62","57","59.42","10","10","30.21","10h 38m"
"X2...2345","fl/miami/KMIA","2021-12-02","81","63","72","0.00","60.63","65","58","60.63","10","10","30.15","10h 37m"
"X2...2346","fl/miami/KMIA","2021-12-03","79","64","71.75","0.00","56.33","62","41","56.33","10","10","30.13","10h 37m"
"X2...2347","fl/miami/KMIA","2021-12-04","79","64","71.96","0.00","60.71","65","58","60.71","10","10","30.14","10h 36m"
"X2...2348","fl/miami/KMIA","2021-12-05","82","66","74.71","0.00","66.96","70","61","66.96","10","10","30.14","10h 36m"
"X2...2349","fl/miami/KMIA","2021-12-06","82","73","76.38","0.05","73.57","76","70","73.57","15","10","30.13","10h 35m"
"X2...2350","fl/miami/KMIA","2021-12-07","85","69","75.04","0.20","66.27","73","60","66.27","8","10","30.11","10h 35m"
"X2...2351","fl/miami/KMIA","2021-12-08","83","67","75.88","0.00","68.88","72","65","68.88","10","10","30.1","10h 34m"
"X2...2352","fl/miami/KMIA","2021-12-09","84","69","76.36","0.00","70.28","74","67","70.28","8","10","30.12","10h 34m"
"X2...2353","fl/miami/KMIA","2021-12-10","82","71","77.93","0.00","70.57","72","69","70.57","13","10","30.15","10h 33m"
"X2...2354","fl/miami/KMIA","2021-12-11","82","71","77.17","0.00","70.21","71","69","70.21","15","10","30.12","10h 33m"
"X2...2355","fl/miami/KMIA","2021-12-12","84","71","77.5","0.00","69.67","73","67","69.67","13","10","30.2","10h 32m"
"X2...2356","fl/miami/KMIA","2021-12-13","83","74","77.67","0.00","67.92","69","67","67.92","16","10","30.25","10h 32m"
"X2...2357","fl/miami/KMIA","2021-12-14","82","73","76.54","0.00","68.46","70","67","68.46","17","10","30.26","10h 32m"
"X2...2358","fl/miami/KMIA","2021-12-15","82","71","76.4","0.10","69.6","74","68","69.6","17","10","30.21","10h 32m"
"X2...2359","fl/miami/KMIA","2021-12-16","82","74","77.85","0.38","68.12","70","65","68.12","20","10","30.18","10h 31m"
"X2...2360","fl/miami/KMIA","2022-10-27","87","72","79.54","0.00","66.29","68","65","66.29","10","10","30.02","11h 17m"
"X2...2361","fl/miami/KMIA","2022-10-28","87","72","79.83","0.00","68.29","70","67","68.29","16","10","30.08","11h 15m"
"X2...2362","fl/miami/KMIA","2022-10-29","87","75","80.88","0.00","69.71","72","68","69.71","14","10","30.08","11h 14m"
"X2...2363","fl/miami/KMIA","2022-10-30","87","77","81.54","0.00","70.08","75","67","70.08","12","10","30.01","11h 13m"
"X2...2364","fl/miami/KMIA","2022-10-31","87","76","81.79","0.00","74.13","76","73","74.13","14","10","30.01","11h 11m"
"X2...2365","fl/miami/KMIA","2022-11-01","89","79","83.28","0.02","75.88","77","74","75.88","13","10","30.11","11h 10m"
"X2...2366","fl/miami/KMIA","2022-11-02","90","80","84.22","0.00","74.78","77","73","74.78","14","10","30.15","11h 9m"
"X2...2367","fl/miami/KMIA","2022-11-03","87","76","81.41","0.14","72.3","75","69","72.3","13","10","30.12","11h 7m"
"X2...2368","fl/miami/KMIA","2022-11-04","86","73","79.08","0.00","68.21","71","64","68.21","15","10","30.06","11h 6m"
"X2...2369","fl/miami/KMIA","2022-11-05","86","75","79.96","0.03","68.96","71","67","68.96","14","10","29.97","11h 5m"
"X2...2370","fl/miami/KMIA","2022-11-06","85","73","79.44","0.14","72.24","74","69","72.24","17","10","29.99","11h 3m"
"X2...2371","fl/miami/KMIA","2022-11-07","86","74","79.42","0.20","68.13","71","65","68.13","18","10","30.02","11h 2m"
"X2...2372","fl/miami/KMIA","2022-11-08","86","71","76.44","0.02","67.85","71","62","67.85","16","10","29.98","11h 1m"
"X2...2373","fl/miami/KMIA","2022-11-09","78","69","72.25","1.29","71.65","73","69","71.65","16","10","29.87","11h 0m"
"X2...2374","fl/miami/KMIA","2022-11-10","85","70","75.67","0.65","70.89","73","69","70.89","18","10","29.85","10h 59m"
"X2...2375","fl/miami/KMIA","2022-11-11","87","72","79.27","0.00","71.54","73","70","71.54","14","10","29.96","10h 57m"
"X2...2376","fl/miami/KMIA","2022-11-12","84","72","77.19","0.00","72.46","76","69","72.46","10","10","30.02","10h 56m"
"X2...2377","fl/miami/KMIA","2022-11-13","87","70","77.67","0.02","68.21","72","65","68.21","12","10","30.01","10h 55m"
"X2...2378","fl/miami/KMIA","2022-11-14","86","73","78.71","0.00","69.46","71","67","69.46","12","10","30.06","10h 54m"
"X2...2379","fl/miami/KMIA","2022-11-15","86","74","79.58","0.00","70.71","72","69","70.71","13","10","30.11","10h 53m"
"X2...2380","fl/miami/KMIA","2022-11-16","87","72","78.77","0.00","72.46","74","71","72.46","9","10","30.12","10h 52m"
"X2...2381","fl/miami/KMIA","2022-11-17","80","70","74","0.00","67.48","72","61","67.48","10","10","30.13","10h 51m"
"X2...2382","fl/miami/KMIA","2022-11-18","79","66","72.92","0.00","62.71","66","59","62.71","13","10","30.15","10h 50m"
"X2...2383","fl/miami/KMIA","2022-11-19","80","70","75.46","0.00","66.11","71","63","66.11","16","10","30.16","10h 49m"
"X2...2384","fl/miami/KMIA","2022-11-20","78","69","72.18","0.17","71.11","73","69","71.11","13","10","30.1","10h 48m"
"X2...2385","fl/miami/KMIA","2022-11-21","77","72","74.68","4.30","71.61","74","69","71.61","17","10","30.13","10h 47m"
"X2...2386","fl/miami/KMIA","2022-11-22","84","72","77.18","1.16","73.47","76","72","73.47","10","10","30.12","10h 46m"
"X2...2387","fl/miami/KMIA","2022-11-23","86","69","74.58","0.00","71","75","69","71","8","10","30.07","10h 45m"
"X2...2388","fl/miami/KMIA","2022-11-24","86","73","79.73","0.00","72.92","75","71","72.92","12","10","30.05","10h 44m"
"X2...2389","fl/miami/KMIA","2022-11-25","87","78","81.54","0.00","73.46","75","71","73.46","9","10","30.06","10h 43m"
"X2...2390","fl/miami/KMIA","2022-11-26","87","75","80.17","0.00","72.67","74","72","72.67","12","10","30.06","10h 42m"
"X2...2391","fl/miami/KMIA","2022-11-27","88","76","80.79","0.00","73.07","75","70","73.07","12","10","30.06","10h 41m"
"X2...2392","fl/miami/KMIA","2022-11-28","88","73","79.04","0.00","71.16","75","67","71.16","10","10","30.06","10h 41m"
"X2...2393","fl/miami/KMIA","2022-11-29","84","74","79.08","0.03","68.46","71","65","68.46","15","10","30.11","10h 40m"
"X2...2394","fl/miami/KMIA","2022-11-30","85","75","80.06","0.00","72.38","74","70","72.38","16","10","30.11","10h 39m"
"X2...2395","fl/miami/KMIA","2022-12-01","82","74","77.09","0.32","71.63","74","67","71.63","15","10","30.2","10h 38m"
"X2...2396","fl/miami/KMIA","2022-12-02","82","74","77.75","0.07","63.46","66","61","63.46","18","10","30.26","10h 38m"
"X2...2397","fl/miami/KMIA","2022-12-03","82","74","77.67","0.00","63","65","60","63","15","10","30.28","10h 37m"
"X2...2398","fl/miami/KMIA","2022-12-04","82","69","75.25","0.00","61.33","63","60","61.33","12","10","30.17","10h 36m"
"X2...2399","fl/miami/KMIA","2022-12-05","82","69","75.6","0.00","64.56","68","62","64.56","9","10","30.09","10h 36m"
"X2...2400","fl/miami/KMIA","2022-12-06","82","72","76.88","0.02","65.46","69","62","65.46","13","10","30.2","10h 35m"
